brand,model,link,date,price,title,subtitle,f1,f2,f3,year,hp,range,kp,dtp,fuel,location,desc
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37349732.html,2024-12-16-14-11,18999, bmw 3 series 2014, f30 (fl), f30 (fl),,,2014,-1,155,1,1,1,"Біла Церква, Сухоярська 11а",
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37612406.html,2024-12-16-14-11,17000, bmw 3 series 2016, f30 (fl) • 320d steptronic (190 к.с.) • base, f30 (fl) , 320d steptronic (190 к.с.) , base,2016,190,250,1,0,0,Львів,"авто в хорошому стані , деталі за телефоном"
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37182002.html,2024-12-16-14-11,12990, bmw 3 series 2012, f30 • 328i at (245 к.с.) • base, f30 , 328i at (245 к.с.) , base,2012,245,216,1,1,1,"Львів, Наукова 35А",гарна доглянута 328ітехнічно без зауваженьзадній привідширока nbt системалюкзадня камераповний електропакетмасла фільтра замінено 3 тис.км томубудь які перевірки на будь якому сервісі вітаються!
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37083890.html,2024-12-16-14-11,10950, bmw 3 series 2013, f30, f30,,,2013,-1,275,1,1,1,"Дніпро (Дніпропетровськ), ул. Набережная Победы, 2-д","дуже гарний стан! рідний пробіг. технічно обслужена. коробка, двз, ходова - все чудово. дуже доглянутий салон. колеса r17.можливий обмін на будь-яке авто (trade-in), питання обміну в телефонному режимі. автопарк гарантує повний супровід угоди та її безпеку.можливий кредит. початковий внесок – від 30%, термін кредиту – до 2 років. за суми кредиту до 500 тис.грн, документи для підтвердження доходів не потрібні.лізинг. початковий внесок від 25%, термін лізингу до 5 років. підтвердження доходів не потрібно, спрощена система ухвалення рішення.фінансування військовослужбовців можливе за умови від 40% першого внеску до 2-х років.проводимо страхування авто: осаго та каско."
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37349366.html,2024-12-16-14-11,5800, bmw 3 series 2002, e46 (fl), e46 (fl),,,2002,-1,370,0,0,0,Хмельницький,"bmw e46 m57 3.0d механіка, дарує масу емоцій.технічно без зауважень, стан достойнийбільше інформації тільки в повідомлення, там напишу актуальний номер"
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_36349364.html,2024-12-16-14-11,32000, bmw 4 series 2018, f32 (fl) • 440i steptronic (326 к.с.) xdrive • base, f32 (fl) , 440i steptronic (326 к.с.) xdrive , base,2018,326,37,1,1,1,"Одеса, Люстдорфская дорога 96","відчуйте потужність та розкіш у кожному кілометрі з bmw 440i xdrive grand coupe 2018!цей автомобіль поєднує елегантний дизайн і високу продуктивність, забезпечуючи неперевершене задоволення від водіння.з багатим списком опцій та інноваційними технологіями, ця bmw обіцяє незабутні враження за кермом.не пропустіть шанс випробувати справжнє задоволення водія з bmw 440i xdrive grand coupe 2018!автомобіль доопрацьований у професійному тюнінг ательє і був створений для того, щоб бути першим!на автомобілі встановлена прошивка на 550 к/с та 700 крутного (100-200 7). складання двигуна розрахована на проект 1000+ сил. встановлена гібридна турбіна pure 800, дизельна коробка 8hp70, посилена роздатка, двигун покоління gen 1.5! (двох портова голова), установка метанолу. напів-сліки toyo proxes r888r. у подарунок програма mhd та xhp.так само автомобіль у чудовій комплектації!- проекція- без ключового доступу- сліпі зони- чорна стеля- люк- музика harman kardon- підігрів передніх та задніх сидінь- підігрів керма- роздільний клімат- спортивні сидінняі багато іншого!є абсолютно вся техніка, щоб втілити проект на 1000+ сил в реальність , для більш детальної інформації щодо доробок та додаткової техніки звертайтеся за телефоном, viber, telegram, messenger або whatsapp.запрошуємо на знайомство із bmw 440i xdrive grand coupe 2018 на тест-драйв!у нас діє послуга з купівлі автомобіля у кредит/лізинг.ви також можете купити машину онлайн – ми перевіримо її на вибраному сто, оформимо документи та відправимо у ваше місто."
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_35580480.html,2024-12-16-14-11,19500, bmw 4 series 2016, f33 • 428i at (245 к.с.) • m performance, f33 , 428i at (245 к.с.) , m performance,2016,245,148,1,1,1,Київ,"bmw 4-кабріолет.авто в ідеальному стані, всі системи працюють на відмінно."
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_37488618.html,2024-12-16-14-11,34000, bmw 4 series 2019, f33 (fl), f33 (fl),,,2019,-1,70,1,1,1,Київ,"продам кабрик 440i, машина в отличном состоянии, жирная комплектация, кто хочет себе классную машину, это ваш вариант."
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_36956240.html,2024-12-16-14-11,24999, bmw 4 series 2015, f33 • 435i at (306 к.с.) xdrive • m performance, f33 , 435i at (306 к.с.) xdrive , m performance,2015,306,123,1,1,1,Київ,"телефонувати на номер, так само читаю смс на телеграмтакож можливий обмін на нерухомістьдо вашої уваги bmw 435xi, авто після повного то всі масла, рідини та фільтра замінив, як почав користуватися авто.багато зроблено доробок по автомобілю: - заміна задніх ліхтарів на cs стиль (дуже красиво виглядають)- м4 look- сплітер переднього бампера + накладки на ікла переднього бампера- дифузор заднього бампера + накладки на ікла заднього бампера- накладки на пороги- дороботана вихлопна система- декор салону перероблявся під кований карбон (дуже красиво виглядає з відкритим дахом)по механічній частині: повністю обслужена, будь-які перевіркиіз глобального ремонту замінено ланцюги грм! авто робив для особистого користування, грошей не шкодував! причина продажу - сімейні обставини (((авто дарує багато емоції та привертає увагу! той хто купить, не пошкодує про свій вибір!))."
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_37196960.html,2024-12-16-14-11,20800, bmw 4 series 2014, f32 • 428i ат (245 к.с.) xdrive • base, f32 , 428i ат (245 к.с.) xdrive , base,2014,245,84,1,1,1,Київ,"рік виробництва — 2014, модельний рік — 2015. перший та єдиний власник в україні, авто приганяв і ремонтував для себе. вибирав машину з адекватними пошкодженнями та без спрацьованих подушок безпеки. відновлював виключно оригінальними запчастинами.заводський м-пакет, музика harman kardon, адаптивні фари, комфортний доступ, круїз-контроль, спортивна акпп, спортивні сидіння з електрорегулюванням, пам’яттю та поперековою підтримкою, підігрів керма та передніх сидінь, камера заднього огляду, парктроніки, люк тощо.авто вихідного дня, пробіг по україні за 4 роки — менше 20 тис. км. є вся історія обслуговування в україні на профільному сервісі bmw garage racer. замінено мастила в коробці, роздатці та редукторах, свічки, задні гальмівні диски з колодками, термостат, теплообмінник, сайлентблоки, подушку двигуна, приводний ремінь тощо. мастило в двигуні змінювалося не рідше, ніж кожні 10 тис. км.придбано 2 комплекти нової гуми: зимова — goodyear ultragrip performance+ 2020 р., літня — hankook ventus s1 evo3 2022 р. (обидві — runflat), а також комплект оригінальних гумових передніх килимків.якщо є питання — пишіть у telegram або інші месенджери."
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_35612654.html,2024-12-16-14-11,32500, bmw 4 series 2017, f32 (fl) • 440i steptronic (326 к.с.) • base, f32 (fl) , 440i steptronic (326 к.с.) , base,2017,326,70,1,1,1,Львів,"--- ціна без літніх дисків! ---авто у власності з 2021 року.з дооснащення:- різноширокі диски apex arc-8- m perfomance вихлоп- m perfomance редуктор з блокуванням (стоковий теж віддам)- adaptive led оптика- задні фари lci black line- mg flasher stage 1 (є повна ліцензія під stage 1-2-2.5)- xhp flashtool (авто прошите під stage 2)- пружини eibach pro kit (стокові теж віддам)- оригінальні заглушки під протитуманки- m perfomance накладки на педалі- перешитий руль- неоригінальні пластикові накладки на пороги та спойлер, ноздрі проклеїні плівкоюрешта все згідно з він кодом.з цікавого по комплектації: спорт салон, проекція, harman kardon, камери 360, контроль мертвих зон і тд.по ремонту та обслуговуванню:- кришку багажника найшов в колір.- заднє праве крило рихтували та малювали відповідно.- заді з двох сторін всі ричаги та амортизатори замінені на нові. (віддам ще додатково пару ричагів та 1 амортизатор + задню фару ліву)- заміна мастила кожні 5-6тис- після обкатки додатково замінив масло в редукторі- масло в коробці передач теж замінено- решта дрібного обслуговування виконувалось на офіційному сервісі аріа у львові.стокові диски 400го стилю на зимовій резині.з мінусів можна виділити салон без підігріву та трошки вмяту шкіру на водійському сидінні (на фото видно)машина відполірована та покрита керамікою після останнього тоякщо обмін, то лише на g01 x3"
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_36763230.html,2024-12-16-14-11,18800, bmw 4 series 2014, f32, f32,,,2014,-1,156,1,1,1,Київ,"продаю свій перший автомобіль. машина була куплена в 2019 році з пробігом 48 тисяч км. другий власник в україні. не бита. авто повністю обслужене. останні пару років обслуговувалось на zolotoy garage. масло мінялося кожні 7-8 тисяч. технічно у відмінному стані, тільки після повного то. в наявності майже всі звіти по роботам за 4 роки. поміняно нове лобове скло. тільки зроблено косметичне фарбування переднього бампера, пластикових накладок під порогами, а також пофарбовані водійські двері (вимушене фарбування, впав шматок плитки з будівлі. є всі фото). по кузову та інтер'єру є не великі питання, машина потребує полірування та хімчистки.хороша комплектація:великий монітор, проекція, безключовий доступ, музика harman kardon, комплектація sport. усі деталі можна перевірити за він кодом.у 21-му році ставили 1 stage на upstage (364 к.с. на 571 нм)."
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_37478294.html,2024-12-16-14-11,47900, bmw 4 series 2021, g22 • 430i steptronic (258 к.с.) • base, g22 , 430i steptronic (258 к.с.) , base,2021,258,16,1,1,1,"Одеса, Гранитная 1б","11 місяць 2021 рокуремонт виключно по ориганалу, всі чеки та квитанції в наявностібезключовий доступоптика bmw laserm-кермо з пелюсткамицифрова панель приладівкруїз контрольмультимедійний дисплей lcd2-х зонний клімат контрольпідігрів передніх сидінькамера заднього видупарктроніки 360помічник паркування"
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_37195618.html,2024-12-16-14-11,36000, bmw 4 series 2018, f32 (fl) • 440i steptronic (326 к.с.) • base, f32 (fl) , 440i steptronic (326 к.с.) , base,2018,326,74,1,1,1,Київ,"продаю власний автомобіль пригнаний з сша (пошкодження можно оцінити на аукціонних фото, підводних каменів не було виявлено). по україні автівка їздила з вересня 2020 року, всі то проводились вчасно.комплектація з заводу:- амортизатори зі змінною жорсткістю- безключовий доступ- sport seats- асистенти (driving assistant, cruise control with braking function, lane change warning)- бездротовий carplay- акустика harman kardon- led фари- датчики сліпих зон- чорна стеля- люкдооснащення:- європейські дзеркала з підігрівом та автозатемненням- диски jr34 hyper black 19 різноширокі (8,5 перед 9,5 зад)- гальма перфоровані та вентильовані з більшими гальмівними дисками в порівнянні зі стоком- плівка teckwrap azure maya blue- stage 1 mg flasher та stage 3 коробка"
bmw,series4,https://auto.ria.com/uk/auto_bmw_4_series_37605440.html,2024-12-16-14-11,18990, bmw 4 series 2015, f32, f32,,,2015,-1,156,1,1,1,"Київ, вул. Михайла Гришка 4","в продажі bmw 428i 2015 року випуску.автомобіль продається від першого власника, присутня сервісна історіяна останньому регламентному то було зроблено заміну грм, гальмівних дисків та колодок, масла в двс.авто повністю в рідній фарбіпереоформлення будь-якого типу.можлива додаткова перевірка на сто.запрошуємо вас на огляд і тест-драйв!гарна комплектація:• адаптивна led оптика• led ходові вогні• датчики світла та дощу• задня оптика led• ел.регулювання сидінь з пам'яттю• підігрів сидінь• поперекова підтримка• 2-х зонний клімат-контроль• безключовий доступ• кнопка та система start/stop• мультимедійне кермо• мех.регулювання керма• великий монітор мультимедіа• круїз-контроль• вибір режимів руху (eco/normal/individual/sport)• підкермові пелюстки• преміальна акустика ""harman/kardon""• навігація• комфортне підсвічування салону• вставки з дерева• люк• ел.привід дзеркал зі складанням, підігрівом• камера заднього виду• парктроніки• bluetoothзателефонуйте нам, або напишіть у чаті autoria, viber або telegram і ми розповімо про авто детальніше.ми пропонуємо:• кредит• лізинг• trade-in• автовикуп• розрахунок криптовалютою• безготівковий розрахунок• пригон (європа, сша)• підбір авто• допомога в продажі• доставка по україні• допомога в переоформленні• підготовка до продажуможливий обмін на ваше авто, просто напишіть нам в чат.працюємо без перерв та вихідних.автосалон aвтоfocus(м.київ,михайла гришка 4а )"
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_36746793.html,2024-12-16-14-11,42900, bmw 5 series 2018, g30 • m550i steptronic sport (530 к.с.) xdrive, g30 , m550i steptronic sport (530 к.с.) xdrive,,2018,530,98,1,1,1,"Івано-Франківськ, вул. Євгена Коновальця 148Б","id: 20898bmw m550i xdrive 2018 року є розкішним спортивним седаном з потужним двигуном і висококласними технологіями. ось його основні характеристики: двигун: 4.4-літровий v8 з подвійним турбонаддувом. потужність: 456 кінських сил. крутний момент: 650 нм. коробка передач: 8-ступінчастий автомат steptronic. привід: повний (xdrive). розгін 0-100 км/год: приблизно 4.0 секунди. максимальна швидкість: обмежена на рівні 250 км/год. особливості: інтер’єр: високоякісні матеріали, спортивні сидіння, багатофункціональне кермо. технології: інформаційно-розважальна система idrive з сенсорним екраном, навігація, підтримка apple carplay. безпека: адаптивний круїз-контроль, асистент утримання смуги руху, системи запобігання зіткнень. комфорт: клімат-контроль, преміальна аудіосистема, підігрів сидінь. цей автомобіль поєднує в собі розкіш і продуктивність, забезпечуючи динамічну їзду і комфорт в будь-яких умовах.можливий продаж в кредит та через криптовалюту.пропонуємо такі послуги:- доставка авто з сша, канади, європи;- перереєстрація авто на нового власника;- перевірка авто;- оформлення авто в кредит."
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_36903978.html,2024-12-16-14-11,23900, bmw 5 series 2015, f10 (fl), f10 (fl),,,2015,-1,115,1,1,1,Дніпро (Дніпропетровськ),"продам свій власний автомобіль, 2016го модельного року, заводській m sports package (зовнішній і внутрішній вигляд, підвіска і т.д.,) все оригінальне! обслуговування тільки нещодавно зроблено, машина доглянута і в ідеальному стані що технічно, що естетично! потужній три літровий двигун, чудова комплектація! додаткові питання, дзвонить ."
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_34535988.html,2024-12-16-14-11,7000, bmw 5 series 2004, e61, e61,,,2004,-1,395,1,0,0,Київ,"продаю авто в гарному стані. повністю обслужена. є незначні, які видно на фото. більш детальніша інформація по телефону"
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37612352.html,2024-12-16-14-11,37600, bmw 5 series 2017, g30 • 540i steptronic (340 к.с.) • m package, g30 , 540i steptronic (340 к.с.) , m package,2017,340,105,1,1,1,"Львів, вул. Кульпарківська, 222/2","id30264даний автомобіль можна оглянути завітавши у наш автосалон, який знаходиться у м. львів по вул. кульпарківська 222.компанія бос авто пропонує такі послуги як:- кредит !- лізинг !- оплата криптовалютою !- доставка авто з сша, канади, європи !- перереєстрація авто на нового власника !- перевірка авто на сто !- продаж авто в кредит та лізинг !- оплата криптовалютою !- страхування !- обмін на авто !- тест-драйв !телефонуйте та наші менеджери з радістю нададуть відповідь на всі ваші запитання.чекаємо вас за адресою м. львів, вул. кульпарківська 222 наш графік роботи пн-пт – 10:00 год – 19:00 год. суб. – 10:00 год. – 18:00 год. нд. – 10:00 год. – 16:00 год."
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37489070.html,2024-12-16-14-11,8499, bmw 5 series 2002, e39 (fl) • 540i at (286 к.с) • base, e39 (fl) , 540i at (286 к.с) , base,2002,-1,351,1,0,1,Львів,"до вашої уваги bmw e39 540lмашина в одній сімї із 2007 рокузроблено все і навіть більшев машинки за все її існування 2 власниказроблено безліч робітмотор відкапіталений 30 тис томукузов без жодного рижикакоробка переключає ідеально без пинків і дьорганьпоставлений м бампер з губоювідреставровані фаризроблений басистий та гучний вихлоптитани р19 на низькопрофільні зимовій гумівстановлений газ 5 поколіннясалон в хорошому станім кермочудова акустикаламаующі спинкиелекто регулювання підголовникапамять сидітьелектро регулювання кермата багато іншогоготовий до любих перевірокпри потребі телефонуйте цікавтесь, скину більше фотографійстан автомобіля 10/10"
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37348882.html,2024-12-16-14-11,29900, bmw 5 series 2017, g30 • 520d efficientdynamics edition аt (190 к.с.) • m package, g30 , 520d efficientdynamics edition аt (190 к.с.) , m package,2017,190,149,1,0,0,"Одеса, вулиця Посмітного, 11","s337 m спортивний пакетs715 m аеродинамічний пакетs403 скляний дах, електроустаткуванняs416 роликовий сонцезахисний козирок, задній бічнийs423 килимки велюровіs428 трикутник аварійної зупинки та аптечка першої допомогиs453 сидіння з клімат-контролем, передніs456 комфортне сидіння з пам'яттюs465 система наскрізного завантаженняs4aw панель приладів sensatecs4ha підігрів сидінь спереду та ззадуs4lh оздоблення із цінних порід дерева «fineline cove»s4nb автомат. клімат-контроль із 4-зонним управліннямs4t8 зовнішнє дзеркало з автоматичним затемненнямs4ur внутрішнє освітленняs601 функція тбs609 професійна навігаційна системаs610 проекційний дисплейs650 cd-привідакустична система s676 hifis699 код міста 3 для dvds6ac інтелектуальний екстрений викликs6ae телесервісислужби підключеного диска s6aks6an консьєрж-послугивіддалені послуги s6apпідготовка s6cp apple carplayтелефонія s6nv з бездротовою зарядкоюs6u8 керування жестами bmws6uh інформація про дорожній рухs6wb багатофункціональний дисплей приладівs552 адаптивна світлодіодна фараs575 додаткові розетки 12 вs5a1 світлодіодні протитуманні фариs5ac помічник далекого світлаs5al активний захистs5ap декодування антивідблиску помічника далекого світлаs5at помічник водіння плюссистема допомоги під час паркування s5dn pluss5ds аварійний випуск, багажне відділенняs5dv парковка з дистанційним керуваннямs212 устаткування, гальмівна система. для конкретної країниs225 стандартна підвіскаs248 обігрівач рульового колесаs255 спортивне шкіряне кермоs258 шини із властивостями run flats2te автоматична коробка передач з підрульовими перемикачамиs2vb індикатор тиску в шинахs316 автоматичний механізм кришки багажникаs322 комфортний доступs3ds ключ дисплея bmws3mb індив. зовніш. лінія полірований алюмінійs8s3 автоматичне блокування під час запускуs8tf активний захист пішоходівs775 стеля антрацитова"
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37328221.html,2024-12-16-14-11,7499, bmw 5 series 2008, e61 (fl) • 520d мт (177 к.с) • base, e61 (fl) , 520d мт (177 к.с) , base,2008,-1,351,0,0,0,"Київ, Дніпровська набережна 17-Ж","авто в нормальному стані на свої роки!!!просторий, дизельний універсал який дарує приємні емоції від керування!!!технічно авто сів та поїхав!!!докладніше на всі запитання відповість менеджер - рибак роман шепель дмитрозапрошуємо вас пройти тест-драйв автомобіля за попереднім записомтакож ми надаємо послуги:- trade-in/обмін;- реалізація вашого авто;- кредит/лізинг;- доставка авто;- придбання авто за безготівковим розрахунком;"
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37203523.html,2024-12-16-14-11,8300, bmw 5 series 2003,,,,,2003,-1,237,0,0,1,Луцьк,"пригнаний з німеччини! 15 тис.км пробіг по україні! таких в продажі немає! ідеальніший стан на свої роки! сама максимальна комплектація! комфортні ламані сидіння, пам?ять сидінь, люк, ксенон, клімат. шкіра як нова! по авто працює кожна кнопочка на місці кожна пластмасочка. безпроблемний бензиновий двигун! оригінальний пробіг! 2 ключа. стан приємно вас здивує! за машиною дивився дуже добре, на обслуговування грошей не жалів! багато роботи було зробленого! технічно нова машина! естетично дуже крутий стан! таких авто вже нероблять. якість матеріалів та кайф від водіння вам гарантовано!"
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37177339.html,2024-12-16-14-11,14900, bmw 5 series 2010, f10 • 530d steptronic (245 к.с) • base, f10 , 530d steptronic (245 к.с) , base,2010,-1,287,1,0,0,Первомайськ • Миколаївська обл.,"машина у відмінному стані,обслужена,3.0 дизель 8 ст автомат,екологія на місці.є декілька косметичних підкласів нічого критичного.по техніці все добре.мотор,коробка,ходова питань нема все обслужене всі росходніки мінялися завчасно.по електроніці все добре всі асистенти працюю,помилок немає.авто готове до любої перевірки.дуже приємна витрата палива (траса 6.5-7.5) (місто 8.5-9.5)торг.телефонуйте все детально розповім.на обмін машина 16 тисяч."
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_36907429.html,2024-12-16-14-11,14400, bmw 5 series 2012, f10 • 520i steptronic (184 к.с) • base, f10 , 520i steptronic (184 к.с) , base,2012,-1,194,1,0,1,Кам'янець-Подільський • Хмельницька обл.,
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_37612501.html,2024-12-16-14-11,2000, bmw 7 series 1991,,,,,1991,-1,300,1,0,1,Первомайськ • Миколаївська обл.,"продам авто ,або обмін.потрібен ремонт коробки,є додаткова коробка,і комплект колес бербет.решту питань по телефону 09******25"
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_37203754.html,2024-12-16-14-11,37000, bmw 7 series 2017, g12 • 730ld steptronic (265 к.с.) • base, g12 , 730ld steptronic (265 к.с.) , base,2017,265,140,1,0,0,Київ,"продам офіційний автомобіль,купувався на авт баварія.вся історія обслуговування присутня.на 130тис.км було зроблене велике то.пробіг оригінальний 100%,привід задній,всі ключі присутні.по кузову ціленька ні одна деталь не крашена,перед авто в захист ні плівці.автомобіль в гарному технічному та візуальному стані,вкладень не потребує.всі деталі по тел.торг присутній."
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_35618318.html,2024-12-16-14-11,32000, bmw 7 series 2014, f02 (fl) • 740ld steptronic (313 к.с.) xdrive, f02 (fl) , 740ld steptronic (313 к.с.) xdrive,,2014,313,220,1,0,0,Мукачево • Закарпатська обл.,
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_31917666.html,2024-12-16-14-11,9500, bmw 7 series 2003, e66, e66,,,2003,-1,500,0,0,1,Одеса,максимальная комплектация хорошее состояние 1000 назад поменяны фильтра масла все катушки все диски колодки тормозные все обслужено обслужен весь мотор поменяны все прокладки и сальники все в оригинале коробка после ремонта 20000 т все работает хорошо диски 17 с зимней новой резиной летние 18 новая резина есть запасной мотор с пробегом 260 т полностью обслужен все новое стоит торг писать телеграмм ватсап нахожусь за границей
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_37460756.html,2024-12-16-14-11,14500, bmw 7 series 2013, f01 (fl) • 740i steptronic (320 к.с.) • individual, f01 (fl) , 740i steptronic (320 к.с.) , individual,2013,320,182,0,0,1,Вінниця,"автомобіль дуже доглянутий, жодних нюансів по технічному та візуальному стані не має. в більшості випадках обслуговувася на офіційному дилері, авто мало належне обслуговування і усе замінювалось вчасно. передня частина авто (капот, фари, бампер) затягнуті у бронеплівку.салон автомобіля збережений, тріщин, царапин не має. абсолютно усе працює. додаю ще комплект зимових шин (стан майже нові). на усі додаткові питання відповім по телефону."
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_37612197.html,2024-12-16-14-11,2000, bmw 7 series 2000, e38 (fl) • 730d steptronic (193 к.с.), e38 (fl) , 730d steptronic (193 к.с.),,2000,193,276,1,0,0,Житомир,потрібно акб авто на мені деталі по телефону
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_37611754.html,2024-12-16-14-11,5000, bmw 7 series 1999, e38 (fl) • 740i steptronic (286 к.с.) • base, e38 (fl) , 740i steptronic (286 к.с.) , base,1999,286,380,1,0,1,Кам'янське (Дніпродзержинськ) • Дніпропетровська обл.,"продам власне авто в хорошому стані все працює на ходу кожен день , по кузову и ходовій нічого робити не потрібно, салон в хорошому стані кожна кнопка працює хороша комплектація, продаю у зв'язку з тим що потрібні гроші на лікування після поранення готовий на обмін на авто дешевше з вашою доплатою"
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_37348748.html,2024-12-16-14-11,171000, bmw 7 series 2022, g70 • 760i mhev steptronic (544 к.с.) xdrive • m package, g70 , 760i mhev steptronic (544 к.с.) xdrive , m package,2022,544,11,1,1,1,Київ,"автомобіль приганяв і робив усе під себе, другий колір плівкою + захисна плівка антигравійна, кераміка на кузов, на шкіру салону.на гарантію ставлю на авт баварії.найповніша з усіх можливих комплектацій:рекупераційна система (м'який гібрид)abgasnorm ulevtoсистема обігріву рульового колесаспортивна акппсистема сигналізаціїдистанційне керуваннямногофункц. сидіння водія та пров. пас.механізм ав.розблокування баг.відділеннярадіоприймач bmw для сша супутниковий радіоприймач bmwteleservicesшкіряне кермо в м-стиліshadow-line із дзеркальним блискомвиконання для спекотних країнвиконання для країн із холодним кліматомакустич.попередж.неприст.ременя безоп.dummy-salapaнапис на панелі приладів, англ.холодоагент r1234yfідентифікаційний номер видно зовніуправління кріпленням номерного знакаm sport exterieurumfaengeпакети обробки салону m sportremote engine startbmw/с диск aerodynamik 909m stdіндикація тиску в шинахнабір для ремонту шинінтегральне активне кермом спорт пакет proавтоматичні дверіbmw кристальна фара iconic glowвідсутність зовнішньої доп.спортивне гальмо м, чорне глянцевепанорамний скляний дах sky loungeсонцезахисна штора 3д/бокцен.древ.дзерк.древ.дуба сірий-мет.глянц.сидіння пд з вентиляцієюкондиціонер сидіння 3дсист.з люком д.перевезення довгом.предм.мультифункціональні задні сиденняскляна накладка crafted clarityexecutive lounge seatingexecutive lounge fondkonsoleбагажна система travel& comfortпакет waermekomfortмасажна функція для задньої частини салонумасажна функція для керування. і пас пд декодир.сист.упр.неослепл.дальне світло.driving assistantпомічник руху на магістраліасистент паркування professionalconnected drive servicesconnected package professionalbowers& wilkins high end sound systemfond entertainment experienceлоток для бездротової зарядкиперсональна esimbmw live кокпіт professionalbmw natural interactionm sportpaket pro$, usdt"
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_37486627.html,2024-12-16-14-11,13400, bmw 7 series 2011, f02 • 740li steptronic (326 к.с.) • base, f02 , 740li steptronic (326 к.с.) , base,2011,326,290,1,1,1,Запоріжжя,"максимальная комплектація: дотяжки всіх дверей безключовий доступ проекція на лобове скло цифрова панель приладів адаптивний круїз контроль утримання у смузі попередження про зіткнення мультимедійний lcd дисплей навігація 4-х зонний клімат контроль передні комфортні сидіння з пам'яттю положення, підігрівом та вентиляцією підігрів сидінь другого ряду камера 360 парктроніки помічник паркування електропривод багажника"
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_35442762.html,2024-12-16-14-11,7500, bmw 7 series 2000, e38 (fl), e38 (fl),,,2000,-1,483,1,0,0,Чернівці,
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_37612304.html,2024-12-16-14-11,45999, bmw x1 2023, u11 • 18d steptronic (150 к.с.) sdrive • m sport, u11 , 18d steptronic (150 к.с.) sdrive , m sport,2023,150,48,1,0,0,"Вінниця, Обїздне шоссе, в. Менделєєва 56","офіційний автомобіль, від одного власника. чистий 2023 рік.на гарантії!! стан нового авто!!надзвичайно бережна експлуатація.абсолютно цілий автомобіль в рідній фарбі.оригінальний пробіг, обслуговування виключно в офіційного дилера.хороша комплектація:- пакет m sport, адаптивна м підвіска, акустика harman kardon, карплей, спортивні сидіння, панель приладів luxury, м-руль, shadow line, чорна стеля, м-спорт екстер'єр, м-спорт інтер'єр, доступ без ключа, адаптивна лед оптика, автодальнє світло, бездротова зарядка смартфона з охолодженням пристрою, підігрів керма, електропривід кришки багажника, навігація та багато іншого.нова зимова гума + комплект літньої.всі ключі в наявності.готова до будь-яких перевірок на сто.повний юридичний супровід при покупці авто.можливий обмін на ваш автомобіль."
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_35183788.html,2024-12-16-14-11,18700, bmw x1 2015, f49 • 20li at (192 к.с.) xdrive • base, f49 , 20li at (192 к.с.) xdrive , base,2015,192,100,1,1,1,"Київ, вулиця Володимира Брожка, 19","рестайлінгова модель 2016!автомобіль в ідеальному стані!led-оптикаадаптивне світлобезключовий доступкнопка start/stopрежими sport comfort ecoпреміум акустика-широкий монітор (nbt evo) розширена gps-навігаціяdvd, tv, usb, aux, bluetooth.панорамний дахчорна стеляr18 дискипідігрів сидіньпам'ять сидіньелектро кришка багажника"
